Timestamp,Navigational status,SOG,COG,Heading
2024-06-02 02:00:16,Under way using engine,13.0,0.0,0.39999999999997726
2024-06-02 02:00:26,Under way using engine,12.8,1.1000000000000227,359.4
2024-06-02 02:00:36,Under way using engine,12.84,0.9399999999999977,359.4
2024-06-02 02:00:46,Under way using engine,12.88,0.7799999999999727,359.4
2024-06-02 02:00:56,Under way using engine,12.92,0.6200000000000045,359.4
2024-06-02 02:01:06,Under way using engine,12.96,0.4600000000000364,359.4
2024-06-02 02:01:16,Under way using engine,13.0,0.30000000000001137,359.4
2024-06-02 02:01:26,Under way using engine,12.9,359.9,359.4
2024-06-02 02:01:36,Under way using engine,12.88,0.12000000000000455,359.0
2024-06-02 02:01:46,Under way using engine,12.86,0.34000000000003183,358.6
2024-06-02 02:01:56,Under way using engine,12.84,0.5600000000000023,358.20000000000005
2024-06-02 02:02:06,Under way using engine,12.82,0.7799999999999727,357.8
2024-06-02 02:02:16,Under way using engine,12.8,1.0,357.4
2024-06-02 02:02:26,Under way using engine,12.9,358.70000000000005,359.4
2024-06-02 02:02:36,Under way using engine,12.833333333333334,358.93333333333334,0.06666666666666288
2024-06-02 02:02:46,Under way using engine,12.766666666666666,359.1666666666667,0.7333333333333485
2024-06-02 02:02:56,Under way using engine,12.7,359.4,1.3999999999999773
2024-06-02 02:03:06,Under way using engine,12.75,358.85,1.3999999999999773
2024-06-02 02:03:16,Under way using engine,12.8,358.3,1.3999999999999773
2024-06-02 02:03:26,Under way using engine,12.4,359.70000000000005,0.39999999999997726
2024-06-02 02:03:36,Under way using engine,12.466666666666669,359.73333333333335,0.39999999999997726
2024-06-02 02:03:46,Under way using engine,12.533333333333331,359.76666666666665,0.39999999999997726
2024-06-02 02:03:56,Under way using engine,12.6,359.8,0.39999999999997726
2024-06-02 02:04:06,Under way using engine,12.65,0.25,0.39999999999997726
2024-06-02 02:04:16,Under way using engine,12.7,0.7000000000000455,0.39999999999997726
2024-06-02 02:04:26,Under way using engine,12.6,1.0,357.4
2024-06-02 02:04:36,Under way using engine,12.6,0.6333333333333258,357.4
2024-06-02 02:04:46,Under way using engine,12.6,0.2666666666666515,357.4
2024-06-02 02:04:56,Under way using engine,12.6,359.9,357.4
2024-06-02 02:05:06,Under way using engine,12.6,359.55,358.4
2024-06-02 02:05:16,Under way using engine,12.6,359.20000000000005,359.4
2024-06-02 02:05:26,Under way using engine,12.8,358.5,0.39999999999997726
2024-06-02 02:05:36,Under way using engine,12.833333333333334,358.6,0.7333333333333485
2024-06-02 02:05:46,Under way using engine,12.866666666666667,358.70000000000005,1.0666666666666629
2024-06-02 02:05:56,Under way using engine,12.9,358.8,1.3999999999999773
2024-06-02 02:06:06,Under way using engine,12.85,359.85,0.8999999999999773
2024-06-02 02:06:16,Under way using engine,12.8,0.8999999999999773,0.39999999999997726
2024-06-02 02:06:26,Under way using engine,12.775,0.8500000000000227,359.9
2024-06-02 02:06:36,Under way using engine,12.75,0.8000000000000114,359.4
2024-06-02 02:06:46,Under way using engine,12.725,0.75,358.9
2024-06-02 02:06:56,Under way using engine,12.7,0.7000000000000455,358.4
2024-06-02 02:07:06,Under way using engine,12.75,359.15,359.4
2024-06-02 02:07:16,Under way using engine,12.8,357.6,0.39999999999997726
2024-06-02 02:07:26,Under way using engine,12.8,358.5,0.14999999999997726
2024-06-02 02:07:36,Under way using engine,12.8,359.4,359.9
2024-06-02 02:07:46,Under way using engine,12.8,0.30000000000001137,359.65
2024-06-02 02:07:56,Under way using engine,12.8,1.2000000000000455,359.4
2024-06-02 02:08:06,Under way using engine,12.75,0.5500000000000114,358.4
2024-06-02 02:08:16,Under way using engine,12.7,359.9,357.4
2024-06-02 02:08:26,Under way using engine,12.65,359.9,357.4
2024-06-02 02:08:36,Under way using engine,12.6,359.9,357.4
2024-06-02 02:08:46,Under way using engine,12.55,359.9,357.4
2024-06-02 02:08:56,Under way using engine,12.5,359.9,357.4
2024-06-02 02:09:06,Under way using engine,12.45,359.66666666666663,357.73333333333335
2024-06-02 02:09:16,Under way using engine,12.4,359.43333333333334,358.06666666666666
2024-06-02 02:09:26,Under way using engine,12.35,359.20000000000005,358.4
2024-06-02 02:09:36,Under way using engine,12.3,358.9666666666667,358.73333333333335
2024-06-02 02:09:46,Under way using engine,12.25,358.73333333333335,359.06666666666666
2024-06-02 02:09:56,Under way using engine,12.2,358.5,359.4
2024-06-02 02:10:06,Under way using engine,12.283333333333331,358.9666666666667,359.4
2024-06-02 02:10:16,Under way using engine,12.366666666666664,359.43333333333334,359.4
2024-06-02 02:10:26,Under way using engine,12.45,359.9,359.4
2024-06-02 02:10:36,Under way using engine,12.533333333333331,0.36666666666667425,359.4
2024-06-02 02:10:46,Under way using engine,12.616666666666664,0.8333333333333712,359.4
2024-06-02 02:10:56,Under way using engine,12.7,1.3000000000000114,359.4
2024-06-02 02:11:06,Under way using engine,12.7,1.25,359.56666666666666
2024-06-02 02:11:16,Under way using engine,12.7,1.2000000000000455,359.73333333333335
2024-06-02 02:11:26,Under way using engine,12.7,1.1499999999999773,359.9
2024-06-02 02:11:36,Under way using engine,12.7,1.1000000000000227,0.06666666666666288
2024-06-02 02:11:46,Under way using engine,12.7,1.0500000000000114,0.2333333333333485
2024-06-02 02:11:56,Under way using engine,12.7,1.0,0.39999999999997726
2024-06-02 02:12:06,Under way using engine,12.75,0.8666666666666742,0.39999999999997726
2024-06-02 02:12:16,Under way using engine,12.8,0.7333333333333485,0.39999999999997726
2024-06-02 02:12:26,Under way using engine,12.85,0.6000000000000227,0.39999999999997726
2024-06-02 02:12:36,Under way using engine,12.9,0.466666666666697,0.39999999999997726
2024-06-02 02:12:46,Under way using engine,12.95,0.33333333333337123,0.39999999999997726
2024-06-02 02:12:56,Under way using engine,13.0,0.20000000000004547,0.39999999999997726
2024-06-02 02:13:06,Under way using engine,13.0,359.48333333333335,0.2333333333333485
2024-06-02 02:13:16,Under way using engine,13.0,358.76666666666665,0.06666666666666288
2024-06-02 02:13:26,Under way using engine,13.0,358.05,359.9
2024-06-02 02:13:36,Under way using engine,13.0,357.33333333333337,359.73333333333335
2024-06-02 02:13:46,Under way using engine,13.0,356.6166666666667,359.56666666666666
2024-06-02 02:13:56,Under way using engine,13.0,355.9,359.4
2024-06-02 02:14:06,Under way using engine,12.933333333333334,356.3666666666667,359.4
2024-06-02 02:14:16,Under way using engine,12.866666666666667,356.83333333333337,359.4
2024-06-02 02:14:26,Under way using engine,12.8,357.3,359.4
2024-06-02 02:14:36,Under way using engine,12.733333333333333,357.76666666666665,359.4
2024-06-02 02:14:46,Under way using engine,12.666666666666666,358.23333333333335,359.4
2024-06-02 02:14:56,Under way using engine,12.6,358.70000000000005,359.4
2024-06-02 02:15:06,Under way using engine,12.6,358.70000000000005,359.4
